id,nemo,descipcion,agrupacion,tipo_agente,fecha_proceso,lote_id_log
151428,DVGNSLDN,DEL VALLE G.N.C. S.R.L.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151429,E115COXN,E115 - EASY CORDOBA I,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151430,E120BGXN,E120 - EASY CORDOBA III,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151431,E121COXN,E121 - EASY CORDOBA II,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151432,E123SJJN,E123 - EASY SAN JUAN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151433,E132ROCN,E132 - EASY LINIERS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151434,E141DSCN,E141 - EASY ALTO AVELLANEDA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151435,E142LMON,E142 - EASY SAN JUSTO II,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151436,E143ACON,E143 - EASY CONSTITUYENTES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151437,E145SLDN,E145 - EASY SAN LUIS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151438,E150CAON,E150 - EASY CASEROS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151439,E154BRFN,E154 - EASY LA RIOJA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151440,E155GRRN,E155 - EASY GENERAL ROCA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151441,E158PRON,E158 - EASY PASO DEL REY,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151442,EBISAGEG,EBISA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151443,EBONARCN,EBON SA. - SANATORIO ARENALES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151444,ECOCSFON,ECOCARNES S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151445,ECODMROY,ECO DE LOS ANDES - ex QUILMROY,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151446,ECODTUMY,ECO DE LOS ANDES -ex QUILTUMY,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151447,ECODVVKN,EMPRESA CONSTRUCTORA DELTA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151448,ECOENERG,PAMPA ENERGIA SA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151449,ECOFALRN,ECOFRUT S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151450,ECOPGPON,ECOPEK S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151451,EDATAZCN,EDITORIAL ATLANTIDA - Azopardo,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151452,EDEABA1G,EDEA GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151453,EDEABA3D,EMP DIST ENERG ATLANTICA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151454,EDEABA3T,EMP D ENERG ATLANTICA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151455,EDEABADC,EMP.DIS.ENE.ATLANTICA C/O GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151456,EDECATDC,ENERGIA CATAMARCA C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151457,EDECATKD,ENERGIA DE CATAMARCA S.A.,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151458,EDECATKG,EDECAT GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151459,EDEEERET,EPE ENTRE RIOS - PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151460,EDEFORDC,REFSA C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151461,EDEFORPT,REFSA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151462,EDELAPDC,EDELAP POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151463,EDELAPID,EDELAP SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151464,EDELAPIT,EDELAP SA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151465,EDELARDC,EMP.ENER.LA RIOJA C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151466,EDELARFD,EMP. DE ENERGIA DE LA RIOJA SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151467,EDELARFG,EDELAR GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151468,EDELARFT,EPE LA RIOJA - PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151469,EDEMSAMC,EDEMSA POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151470,EDEMSAMD,ENERGIA DE MENDOZA SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151471,EDEMSAMT,EDEMSA SA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151472,EDENBA1D,EMP DIST ENERG NORTE,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151473,EDENBA1G,EDEN GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151474,EDENBA1T,EMP DIST ENERG NORTE PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151475,EDENBADC,EDEN POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151476,EDENORDC,EDENOR POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151477,EDENOROD,EDENOR DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151478,EDENOROT,EDENOR PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151479,EDERPSAT,EDERSA TRAN. INDEP. MEMSP,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151480,EDERPSDC,EMP.ENRG.RIO NEGRO C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151481,EDERSADC,ENERSA POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151482,EDERSARD,EMP DE ENERGIA DE RIO NEGRO SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151483,EDERSART,EDERSA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151484,EDESAEDC,EMP.DIST.SANT.ESTEROS C/O GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151485,EDESAEGD,EMPRESA DIS. S. ESTERO SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151486,EDESAEGG,EMP.DIS.S.ESTERO GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151487,EDESAEGT,EMPRESA DIS. S.ESTERO SA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151488,EDESALDC,EDESAL POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151489,EDESALDD,EDESAL DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151490,EDESALDT,EDESAL PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151491,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151492,EDESASAG,EDESASA GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151493,EDESASAT,E DE ENERG DE SALTA TRA.INDEP,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151494,EDESASDC,EMP.DIST.ENE.DE SALTA C/O GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151495,EDESASFT,EDESASA PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151496,EDESBA2D,EMP DIST ENERG SUR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151497,EDESBA2T,EMP DIST ENERG SUR PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151498,EDESBADC,EDES POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151499,EDESBPDC,EMP.DIS.ENE.SUR-MEMSP C/O GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151500,EDESTEDC,EDESTESA C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151501,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151502,EDESTEMT,EDESTESA-PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151503,EDESURCC,EDESUR POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151504,EDESURCD,EDESUR DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151505,EDESURCT,EDESUR PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151506,EDETUCDC,EDET POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151507,EDETUCTD,EDE TUCUMAN,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151508,EGRABECN,EGRAMAR SA - BERAZATEGUI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151509,EITAC1CN,EITAR - PLANTA BERNAL O.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151510,EJUESAYC,EJESA POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151511,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151512,EJUESAYT,EJESA PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151513,ELALPUKN,EL ALTO S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151514,ELECBOCN,BUTTON MEC ARG. - BERNAL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151515,ELECNIMY,ELECTRO ALEACIONES EX AC.ZAPLA,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151516,ELECTEGT,ELECTROINGENIERIA TI GOYA-ESQ.,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151517,ELECTGUT,ELECTROINGENIERIA TI GUEM-MADE,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151518,ELECTVWT,ELECTROINGENIERIA TI VIRASORO,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151519,ELEMEL1N,ELECTROMAC SAIC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151520,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151521,ELIFCAON,ELI - F.ALCORTA69,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151522,ELISIGON,ELI - INTENDENTE GNECCO 1258,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151523,ELISJU1N,EST. DE SERVICIO ELISEI HNOS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151524,ELISL1ON,ELI - AV. DEL LIBERTADOR 1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151525,ELISVION,ELI - VICTORICA 47,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151526,ELNUQUCN,QUILMES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151527,ELOCEMLC,CEMSA POR ENTRE LOMAS M.LOCAL,,Comercializador de Generacion,2020-05-05 11:08:14.531913,67
151528,ELPAGUPN,EL PAJARITO - CACERES HNOS.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151529,ELPAMIPN,EL PAJARITO - MAXIMERC.CACERES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151530,ELPAPEPN,EL PAJARITO - CACERES JB.Y RIC,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151531,ELPOJICN,EL PORTEÑO APARTMENTS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151532,ELPOJMCN,EL PORTEÑO APARTMENTS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151533,ELPOLOJN,EL PORTEZUELO-ALKRISTAL APART,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151534,ELROPOCN,EL ROSARIO S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151535,ELSEARCN,ELSE S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151536,ELVOALJN,EL VOLCAN S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151537,EMALGOWN,EMILIO ALAL(GOYA-CORRIENTES),GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151538,EMAPROIN,EMAPI S A I C,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151539,EMBACOXY,EMBOTELLADORA DEL ATLANTICO S.,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151540,EMENDOMT,E MENDOZA SE PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151541,EMEPBOON,EMEPLAS SRL - PTA. BECCAR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151542,EMFALION,ENFACO- LIBERTADOR 2549,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151543,EMFAMOON,EMFACO - LIBERTADOR 1937,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151544,EMFAPEON,EMFACO- PERON - ITUZAINGO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151545,EMFASJON,EMFACO - PERON - SAN JUSTO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151546,EMGASUDG,EMGASUD S.A.,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151547,EMISSADC,EMP.ELECT.MISIONES C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151548,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151549,EMISSANG,EMSA GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151550,EMISSANT,E.ELEC.MISIONES S.A.PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151551,EMPASLJN,EMPAQUE S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151552,EMPRLMJN,EMP. AGRÍCOLAS SANJUANINOS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151553,ENARSAGG,ENARSA GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151554,ENARSAMG,ENARSA GENERACION MOVIL,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151555,ENAVCHJN,ENAV S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151556,ENCORAWT,ENECOR TRAN. INDEP. AT,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151557,ENCORDWT,ENECOR TRAN. INDEP. DT,,Transportista Independiente,2020-05-05 11:08:14.531913,67
151558,ENERESON,ENERBOM S.A. - PLANTA ESCOBAR,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151559,ENERGACN,ENARGAS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151560,ENERGYSG,ENERGYST,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151561,ENERSADC,ENERSA POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151562,ENERSAED,ENERGIA DE ENTRE RIOS SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151563,ENERSAET,ENERGIA ENTRE RIOS - PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151564,ENERTION,ENERSYSTEM ARGENTINA S.R.L,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151565,ENODMROY,ENOD S.A. - Moron,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151566,ENODPIFN,ENOD PLANTA LA RIOJA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151567,ENTRERCN,ENTRE RIOS 1606,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151568,ENTRGUEN,ENTRE RIOS CRUSHING S.A,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151569,ENTRPOJN,ENTRETELAS AMERICANAS S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151570,ENVABECN,ENV DEL PARQUE- P.IN. PLATANOS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151571,ENVALQCN,ENVAR S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151572,ENVAPPOY,ENVASES DEL PLATA - Palomar,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151573,EPECORDC,EPEC POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151574,EPECORDG,EPEC GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151575,EPECORXD,EPEC DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151576,EPECORXT,EPEC PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151577,EPENEUDC,EPEN DISTRIBUIDOR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151578,EPENEUQD,EPEN DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151579,EPENEUQG,EPEN GENERACIÓN,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151580,EPENEUQT,EPEN PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151581,EPESAFDC,EPESF POR C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151582,EPESAFSD,EPESF DISTRIBUIDOR,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151583,EPESAFSG,EPE SANTA FE GENERACION,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151584,EPESAFST,EPESF PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151585,EPESAFSX,EPESF NO PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151586,ERGOEPCN,ERGOS S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151587,ERNER5IN,E.RODRIGUEZ- GRAL MANSILLA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151588,ESANJUDC,ENERGIA SAN JUAN C/O DE GUDI,,Comercializador de Demanda,2020-05-05 11:08:14.531913,67
151589,ESANJUJD,ENERGIA SAN JUAN SA EX-EDESSA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
151590,ESANJUJT,ENERGIA DE SAN JUAN PAFTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151591,ESCAPE1N,ESCAPES MAGGI S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151592,ESEBAIBT,ESEBA PRESTADOR FTT,TRANSPORTE,Transportista PAFT-R159/94 AII,2020-05-05 11:08:14.531913,67
151593,ESEKQUON,ESEKA - CAP. FED.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151594,ESKAMD3N,ESKABE S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151595,ESOYAVCN,ESTABLECIM.SOYUZ(AVELLANEDA-BA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151596,ESPARTON,EL ESPARTANO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151597,ESTAGBON,ESTACION FIAMA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151598,ESTALPON,ESTACION ROSSANO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151599,ESTASPCN,SELLO DE ORO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151600,ESTATTTN,ESTABLECIMIENTO SAN VICENTE,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151601,ESTAVMON,ESTACION RUTA 1422,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151602,ESTBRNON,ESTB ELAB ALIM SACAAN S A,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151603,ESTIIGCN,ESTISOL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151604,ESTIOLDN,ESTISOL S.A.C.I.F.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151605,ESTRIRON,ESTRULAM,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151606,ESUCEMLC,CEMSA POR ENERGIA SUR M.L.,,Comercializador de Generacion,2020-05-05 11:08:14.531913,67
151607,ESURESUG,ENERGIA DEL SUR S.A.,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
151608,ETERSJOY,ETERNIT ARG. S.A. - San Justo,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
151609,EXALPEON,EXAL ARGENTINA S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151610,EXALRPON,EXAL PACKAGING S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151611,EXGAALCN,EXOLGAN - ALBERTI 1700,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151612,EXPLPSSN,EXPLORA S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151613,EZETCOCN,EZETA FICISA C.SPEGAZZINI-B.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151614,F214SNIN,FRIGOLAR S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151615,FABIFVCN,FABIO HNOS. S.A. - F. Varela,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151616,FABRPIJN,F.A.C.B.S.A.,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151617,FAENJICN,FAENA ART CENTER,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151618,FALAAVCN,FALABELLA - AVELLANEDA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151619,FALACHON,HOMECENTER SAN MARTIN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151620,FALAF1CN,FALABELLA-FLORIDA 1,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151621,FALAF2CN,FALABELLA -FLORIDA 2,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151622,FALAFLCN,FALABELLA - FLORIDA III,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151623,FALALPON,HOMECENTER LOS POLVORINES,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151624,FALAMAON,FALABELLA S.A. - UNICENTER,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151625,FALASJJN,FALABELLA S.A. - SAN JUAN,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151626,FALAVLON,HOMECENTER SAN JUSTO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151627,FALAVNMN,FALABELLA S.A. - MZA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151628,FALAVTON,HOMECENTER VILLA TESEI,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151629,FANAOION,FANACAR PAPEL SA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151630,FARGGPON,FARGO S.A.-GRAL.PACHECO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151631,FARGMOON,FARGO S.A.-MORON,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
151632,FARGTAON,FARGO PTA.BERTRAND(EL TALAR-GP,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
